0 78 78 0 0
0 80 80 0 1
0 81 81 0 2
0 82 82 0 3
0 83 83 0 4
0 84 84 0 5
0 85 85 0 6
0 86 86 0 7
0 87 87 0 8
0 88 88 0 9
0 89 89 0 10
0 90 90 0 11
0 91 91 0 12
0 92 92 0 13
0 93 93 0 14
0 94 94 0 15
0 96 96 0 16
0 97 97 0 17
0 98 98 0 18
0 99 99 0 19
0 100 100 0 20
0 101 101 0 21
0 102 102 0 22
0 103 103 0 23
0 104 104 0 24
0 105 105 0 25
0 106 106 0 26
0 107 107 0 27
0 108 108 0 28
0 109 109 0 29
0 110 110 0 30
0 112 112 0 31
0 113 113 0 32
0 114 114 0 33
0 115 115 0 34
0 116 116 0 35
0 117 117 0 36
0 118 118 0 37
0 119 119 0 38
0 111 111 0 39
0 127 127 0 40
0 122 122 0 41
0 123 123 0 42
0 124 124 0 43
0 125 125 0 44
0 126 126 0 45
0 64 64 0 46
0 65 65 0 47
0 66 66 0 48
0 67 67 0 49
0 68 68 0 50
0 69 69 0 51
0 70 70 0 52
0 71 71 0 53
0 72 72 0 54
0 73 73 0 55
0 74 74 0 56
0 75 75 0 57
0 76 76 0 58
0 77 77 0 59
2 29 285 0 60
2 30 286 0 61
2 31 287 0 62
2 32 288 0 63
2 33 289 0 64
2 34 290 0 65
2 35 291 0 66
2 36 292 0 67
2 37 293 0 68
2 38 294 0 69
2 39 295 0 70
2 13 269 0 71
2 14 270 0 72
2 15 271 0 73
2 16 272 0 74
2 17 273 0 75
2 18 274 0 76
2 19 275 0 77
2 20 276 0 78
2 21 277 0 79
2 22 278 0 80
2 23 279 0 81
2 24 280 0 82
2 25 281 0 83
2 26 282 0 84
2 27 283 0 85
2 28 284 0 86
2 0 256 0 87
2 1 257 0 88
2 2 258 0 89
2 3 259 0 90
2 4 260 0 91
2 5 261 0 92
2 6 262 0 93
2 7 263 0 94
2 8 264 0 95
2 9 265 0 96
2 10 266 0 97
2 11 267 0 98
2 12 268 0 99
1 113 241 1 0
1 114 242 1 1
1 115 243 1 2
1 116 244 1 3
1 117 245 1 4
1 118 246 1 5
1 119 247 1 6
1 120 248 1 7
1 121 249 1 8
1 122 250 1 9
1 123 251 1 10
1 124 252 1 11
1 125 253 1 12
1 126 254 1 13
1 96 224 1 14
1 97 225 1 15
1 98 226 1 16
1 99 227 1 17
1 100 228 1 18
1 101 229 1 19
1 102 230 1 20
1 103 231 1 21
1 104 232 1 22
1 111 233 1 23
1 106 234 1 24
1 107 235 1 25
1 108 236 1 26
1 109 237 1 27
1 110 238 1 28
1 112 240 1 29
1 78 206 1 30
1 80 208 1 31
1 81 209 1 32
1 82 210 1 33
1 83 211 1 34
1 84 212 1 35
1 85 213 1 36
1 86 214 1 37
1 87 215 1 38
1 88 216 1 39
1 89 217 1 40
1 90 218 1 41
1 91 219 1 42
1 92 220 1 43
1 93 221 1 44
1 94 222 1 45
1 64 192 1 46
1 65 193 1 47
1 66 194 1 48
1 67 195 1 49
1 68 196 1 50
1 69 197 1 51
1 70 198 1 52
1 71 199 1 53
1 72 200 1 54
1 73 201 1 55
1 74 202 1 56
1 75 203 1 57
1 76 204 1 58
1 77 205 1 59
2 87 343 1 60
2 86 342 1 61
2 85 341 1 62
2 84 340 1 63
2 83 339 1 64
2 82 338 1 65
2 81 337 1 66
2 80 336 1 67
2 79 335 1 68
2 78 334 1 69
2 77 333 1 70
2 76 332 1 71
2 75 331 1 72
2 74 330 1 73
2 73 329 1 74
2 72 328 1 75
2 71 327 1 76
2 70 326 1 77
2 69 325 1 78
2 68 324 1 79
2 67 323 1 80
2 66 322 1 81
2 65 321 1 82
2 64 320 1 83
2 62 318 1 84
2 61 317 1 85
2 60 316 1 86
2 59 315 1 87
2 58 314 1 88
2 57 313 1 89
2 56 312 1 90
2 55 311 1 91
2 54 310 1 92
2 53 309 1 93
2 52 308 1 94
2 51 307 1 95
2 50 306 1 96
2 49 305 1 97
2 48 304 1 98
1 62 190 2 0
1 61 189 2 1
1 60 188 2 2
1 59 187 2 3
1 58 186 2 4
1 57 185 2 5
1 56 184 2 6
1 55 183 2 7
1 54 182 2 8
1 53 181 2 9
1 52 180 2 10
1 51 179 2 11
1 50 178 2 12
1 49 177 2 13
1 48 176 2 14
1 46 174 2 15
1 45 173 2 16
1 44 172 2 17
1 43 171 2 18
1 42 170 2 19
