0	0	-1636.78
0	1	-1609.74
0	2	-1607.51
0	3	-1598.25
0	4	-1601.29
0	5	-1612.24
0	6	-1624.45
0	7	-1612.14
0	8	-1598.16
0	9	-1604.94
0	10	-1614.99
0	11	-1605.17
0	12	-1617.86
0	13	-1617.31
0	14	-1610.39
0	15	-1604.06
0	16	-1629.46
0	17	-1594.57
0	18	-1640.92
0	19	-1637.26
0	20	-1632.72
0	21	-1608.12
0	22	-1618.63
0	23	-1607.35
0	24	-1645.72
0	25	-1665.26
0	26	-1670.95
0	27	-1651.17
0	28	-1656.37
0	29	-1643.99
0	30	-1681.56
0	31	-1580.65
0	32	-1525.38
0	33	-1542.4
0	34	-1542.68
0	35	-1543.29
0	36	-1558.29
0	37	-1558.91
0	38	-1554.3
0	39	-1601.07
0	40	-1561.48
0	41	-1563.6
0	42	-1573
0	43	-1565.6
0	44	-1572.71
0	45	-1574.9
0	46	-1600.02
0	47	-1592.42
0	48	-1626.76
0	49	-1630.56
0	50	-1626.33
0	51	-1620.32
0	52	-1589.28
0	53	-1609.41
0	54	-1623.42
0	55	-1616.63
0	56	-1653.66
0	57	-1667.69
0	58	-1643.21
0	59	-1643.65
0	60	-1969.77
0	61	-1998.81
0	62	-1970.78
0	63	-2006.39
0	64	-2000.85
0	65	-2003.98
0	66	-2011.25
0	67	-2016.11
0	68	-2005.25
0	69	-2018.28
0	70	-2019.15
0	71	-1987.6
0	72	-1991.3
0	73	-1987.32
0	74	-1921.72
0	75	-1926.27
0	76	-1940.23
0	77	-1939.79
0	78	-1943.15
0	79	-1933.86
0	80	-1936.48
0	81	-1945.37
0	82	-1984.82
0	83	-1986.01
0	84	-1987.59
0	85	-1981.92
0	86	-1994.57
0	87	-1995.67
0	88	-2000.79
0	89	-1996.73
0	90	-1992.19
0	91	-2011.8
0	92	-2013.06
0	93	-1999.08
0	94	-2008.39
0	95	-1973.95
0	96	-1980.9
0	97	-1979.25
0	98	-1975.39
0	99	-1970.37
1	0	-1414.75
1	1	-1415.8
1	2	-1439.31
1	3	-1442.95
1	4	-1445.65
1	5	-1447.65
1	6	-1434.01
1	7	-1421.12
1	8	-1441
1	9	-1432.75
1	10	-1433.95
1	11	-1439.74
1	12	-1435.09
1	13	-1437.52
1	14	-1597.04
1	15	-1580.55
1	16	-1597.43
1	17	-1615.63
1	18	-1623.66
1	19	-1595.03
1	20	-1592.86
1	21	-1596.97
1	22	-1599.22
1	23	-1590.19
1	24	-1619.75
1	25	-1607.17
1	26	-1614.83
1	27	-1603.8
1	28	-1603.59
1	29	-1407.48
1	30	-1359.85
1	31	-1431.67
1	32	-1449.75
1	33	-1467.27
1	34	-1461.1
1	35	-1435.35
1	36	-1445.14
1	37	-1460.58
1	38	-1447.75
1	39	-1455.12
1	40	-1476.9
1	41	-1466.81
1	42	-1468.52
1	43	-1463.11
1	44	-1487.93
1	45	-1482.59
1	46	-1323.65
1	47	-1320.18
1	48	-1335.25
1	49	-1346.25
1	50	-1353.06
1	51	-1344.03
1	52	-1340.95
1	53	-1319.13
1	54	-1343.8
1	55	-1350.1
1	56	-1357.13
1	57	-1373.26
1	58	-1372.7
1	59	-1352.53
1	60	-2104.86
1	61	-2116.18
1	62	-2111.25
1	63	-2105.46
1	64	-2123.7
1	65	-2109.13
1	66	-2095.04
1	67	-2096.6
1	68	-1944.01
1	69	-1948.4
1	70	-1940.1
1	71	-1947.9
1	72	-1927.15
1	73	-1936.01
1	74	-1930.45
1	75	-1930.73
1	76	-1903.99
1	77	-1915.3
1	78	-1921.47
1	79	-1919.34
1	80	-1918.59
1	81	-1915.42
1	82	-1894.28
1	83	-1910.01
1	84	-1911.55
1	85	-1916.47
1	86	-1906.63
1	87	-1922.98
1	88	-1911.28
1	89	-1908.09
1	90	-1901.62
1	91	-1906.88
1	92	-1964.54
1	93	-1976.2
1	94	-1973.59
1	95	-1973.56
1	96	-1971.47
1	97	-1971.25
1	98	-1973.32
1	99	-4995
2	0	-1564.3
2	1	-1576.75
2	2	-1579.43
2	3	-1581.91
2	4	-1599.98
2	5	-1594.07
2	6	-1596.46
2	7	-1568.8
2	8	-1553.76
2	9	-1568.59
2	10	-1496.68
2	11	-1547.7
2	12	-1558.4
2	13	-1494.63
2	14	-1521.97
2	15	-1536.76
2	16	-1539.19
2	17	-1559.09
2	18	-1530.41
2	19	-1552.51
2	20	-1546.12
2	21	-1531.79
2	22	-1530.01
2	23	-1539.01
2	24	-1533.35
2	25	-1535.46
2	26	-1530.61
2	27	-1506.01
2	28	-1540.56
2	29	-1531.34
2	30	-1555.72
2	31	-1564.88
2	32	-1607.47
2	33	-1553.5
2	34	-1557.09
2	35	-1547.12
2	36	-1547.42
2	37	-1547.14
2	38	-1531.11
2	39	-1548.95
2	40	-1551.03
2	41	-1544.2
2	42	-1539.66
2	43	-1526.57
2	44	-1552.53
2	45	-1531.72
2	46	-1544.46
2	47	-1508.44
2	48	-1517.58
2	49	-1540.02
2	50	-1506.97
2	51	-1512.14
2	52	-1494.29
2	53	-1519.17
2	54	-1525.34
2	55	-1512.26
2	56	-1534.17
2	57	-1543.86
2	58	-1534.03
2	59	-1488.13
2	60	-5195
2	61	-2070.12
2	62	-2068.03
2	63	-2088.71
2	64	-2127.15
2	65	-2064.32
2	66	-2090.56
2	67	-2085.42
2	68	-2091.69
2	69	-2084.22
2	70	-2087.4
2	71	-2086.69
2	72	-2089.15
2	73	-1989.48
2	74	-1999.39
2	75	-1990.04
2	76	-1983.32
2	77	-1861.81
2	78	-1894.76
2	79	-1931.62
2	80	-1931.43
2	81	-1923.44
2	82	-1944.51
2	83	-1926.4
2	84	-1878.16
2	85	-1891.3
2	86	-1920.66
2	87	-2057.45
2	88	-2048.71
2	89	-2099.09
2	90	-2102.81
2	91	-2117.49
2	92	-2104.93
2	93	-2121.82
2	94	-2117.2
2	95	-2089.73
2	96	-2161.83
2	97	-2113.61
2	98	-2111.67
2	99	-2050.24
3	0	-1631.25
3	1	-1595.99
3	2	-1623.84
3	3	-1622.64
3	4	-1652.33
3	5	-1621.5
3	6	-1647.71
3	7	-1620.97
3	8	-1635.33
3	9	-1633.76
3	10	-1613.96
3	11	-1606.77
3	12	-1609.83
3	13	-1615.94
3	14	-1559.36
3	15	-1620.69
3	16	-1610.17
3	17	-1637.96
3	18	-1587.17
3	19	-1636.13
3	20	-1595.81
3	21	-1582.92
3	22	-1629.15
3	23	-1572.28
3	24	-1587.24
3	25	-1574.7
3	26	-1572.14
3	27	-1573.16
3	28	-1562.62
3	29	-1565.16
3	30	-1575.91
3	31	-1587.1
3	32	-1610.17
3	33	-1613.31
3	34	-1641.28
3	35	-1586.9
3	36	-1570.59
3	37	-1593.87
3	38	-1629.73
3	39	-1598.15
3	40	-1582.5
3	41	-1584.45
3	42	-1615.67
3	43	-1564.82
3	44	-1550.85
3	45	-1573.11
3	46	-1585.32
3	47	-1573.7
3	48	-1613.93
3	49	-1471.59
3	50	-1561.34
3	51	-1629.54
3	52	-1603.77
3	53	-1593.8
3	54	-1596.35
3	55	-1587.94
3	56	-1599.6
3	57	-1597.56
3	58	-1623.43
3	59	-1515.9
3	60	-1884
3	61	-1906.76
3	62	-1908.78
3	63	-1907.87
3	64	-1911.92
3	65	-1914.62
3	66	-1917.88
3	67	-1908.06
3	68	-1942.27
3	69	-1942.21
3	70	-1949.96
3	71	-1932.5
3	72	-1947.18
3	73	-1933.7
3	74	-1947.88
3	75	-1941.51
3	76	-1888.32
3	77	-1888.96
3	78	-1904.56
3	79	-1899.61
3	80	-1601.36
3	81	-1304.77
3	82	-1898.86
3	83	-1902.53
3	84	-1940.78
3	85	-1932.02
3	86	-1947.23
3	87	-1947.76
3	88	-1951.94
3	89	-1935.91
3	90	-1934.68
3	91	-4995
3	92	-2067.74
3	93	-2068.93
3	94	-2077.28
3	95	-2076.99
3	96	-2106.48
3	97	-2088.37
3	98	-2097.39
3	99	-2087.57
4	0	-1601.84
4	1	-1630.42
4	2	-1598.91
4	3	-1639.82
4	4	-1629.04
4	5	-1651.52
4	6	-1634.89
4	7	-1663.63
4	8	-1656.84
4	9	-1656.66
4	10	-1673.85
4	11	-1658.86
4	12	-1653.05
4	13	-1665.69
4	14	-1642.74
4	15	-1691.57
4	16	-1692.3
4	17	-1684.28
4	18	-1720.49
4	19	-1721.06
4	20	-1711.74
4	21	-1725.61
4	22	-1707.45
4	23	-1704.03
4	24	-1709.61
4	25	-1715.01
4	26	-1705.35
4	27	-1722.49
4	28	-1705.55
4	29	-1725.82
4	30	-1568.2
4	31	-1558.62
4	32	-1554.64
4	33	-1558.87
4	34	-1546.43
4	35	-1562.39
4	36	-1578.27
4	37	-1560.05
4	38	-1574.41
4	39	-1549.32
4	40	-1576.59
4	41	-1572.14
4	42	-1587.07
4	43	-1580.47
4	44	-1564.96
4	45	-1708.82
4	46	-1699.43
4	47	-1708.46
4	48	-1718.44
4	49	-1707.6
4	50	-1715.23
4	51	-1728.42
4	52	-1719.96
4	53	-1718.06
4	54	-1710.98
4	55	-1723.9
4	56	-1728.85
4	57	-1711.64
4	58	-1737.39
4	59	-1718.8
4	60	1440.04
4	61	1130.79
4	62	1150.48
4	63	1637.48
4	64	1280.92
4	65	1140.81
4	66	1250.49
4	67	1140.37
4	68	1150.78
4	69	1270.83
4	70	1205.18
4	71	1206.56
4	72	1180.09
4	73	1176.31
4	74	1120.96
4	75	1217.29
4	76	1380.81
4	77	1183.53
4	78	1380.59
4	79	1120.59
4	80	1150.05
4	81	1170.28
4	82	1160.19
4	83	1120.77
4	84	1150.38
4	85	1330.14
4	86	1200.81
4	87	1290.57
4	88	1180.49
4	89	1300.33
4	90	1220.71
4	91	1400.59
4	92	1195.73
4	93	1330.86
4	94	1260.42
4	95	1230.35
4	96	1260.15
4	97	1280.36
4	98	1270.88
4	99	1220.29
