0	0	-1641.66
0	1	-1608.94
0	2	-1608.9
0	3	-1596.86
0	4	-1599.72
0	5	-1611.83
0	6	-1626.91
0	7	-1614.03
0	8	-1595.92
0	9	-1605.63
0	10	-1618.73
0	11	-1603.32
0	12	-1619.96
0	13	-1617.86
0	14	-1612.34
0	15	-1600.78
0	16	-1636.58
0	17	-1581.69
0	18	-1647.17
0	19	-1637.78
0	20	-1635.17
0	21	-1604.34
0	22	-1621.07
0	23	-1601.53
0	24	-1647.65
0	25	-1667.85
0	26	-1674.28
0	27	-1648.02
0	28	-1658.96
0	29	-1642.65
0	30	-1687.95
0	31	-1555.66
0	32	-1518.07
0	33	-1545.32
0	34	-1544.08
0	35	-1543.08
0	36	-1560.04
0	37	-1559.68
0	38	-1548.95
0	39	-1608.08
0	40	-1555.07
0	41	-1564.06
0	42	-1574.48
0	43	-1565.31
0	44	-1575.06
0	45	-1575.83
0	46	-1601.35
0	47	-1588.75
0	48	-1631.69
0	49	-1631.64
0	50	-1626.97
0	51	-1623.8
0	52	-1582.93
0	53	-1610.38
0	54	-1624.94
0	55	-1611.47
0	56	-1658.56
0	57	-1673.14
0	58	-1640.44
0	59	-1643.02
0	60	-1969.71
0	61	-1999.63
0	62	-1970.33
0	63	-2006.37
0	64	-2000.1
0	65	-2004.11
0	66	-2009.85
0	67	-2015.36
0	68	-2004.2
0	69	-2017.49
0	70	-2018.42
0	71	-1987.16
0	72	-1990.87
0	73	-1987.34
0	74	-1920.96
0	75	-1925.61
0	76	-1939.49
0	77	-1939.42
0	78	-1941.92
0	79	-1933.76
0	80	-1935.62
0	81	-1944.28
0	82	-1985.22
0	83	-1984.96
0	84	-1987.22
0	85	-1981.54
0	86	-1994.53
0	87	-1995.31
0	88	-2000.35
0	89	-1996.38
0	90	-1990.41
0	91	-2011.43
0	92	-2011.65
0	93	-1997.4
0	94	-2008.07
0	95	-1973.59
0	96	-1980.62
0	97	-1978.4
0	98	-1974.86
0	99	-1969.26
1	0	-1413.51
1	1	-1415.85
1	2	-1441.82
1	3	-1443.43
1	4	-1446.32
1	5	-1449.9
1	6	-1434.36
1	7	-1418.59
1	8	-1445.05
1	9	-1432.69
1	10	-1434.85
1	11	-1441.16
1	12	-1434.16
1	13	-1435
1	14	-1601.25
1	15	-1577.03
1	16	-1597.71
1	17	-1617.73
1	18	-1628.98
1	19	-1592.6
1	20	-1593.49
1	21	-1598.25
1	22	-1600.28
1	23	-1584.69
1	24	-1625.41
1	25	-1604.96
1	26	-1618.37
1	27	-1604.29
1	28	-1617.23
1	29	-1429.58
1	30	-1355.38
1	31	-1438.94
1	32	-1450.26
1	33	-1471.08
1	34	-1463.61
1	35	-1430.66
1	36	-1444.95
1	37	-1464.84
1	38	-1445.54
1	39	-1454.24
1	40	-1482.51
1	41	-1466.14
1	42	-1469.47
1	43	-1459.93
1	44	-1492.72
1	45	-1485.39
1	46	-1322.68
1	47	-1319.2
1	48	-1335.52
1	49	-1346.32
1	50	-1353.48
1	51	-1343.15
1	52	-1342.42
1	53	-1315.96
1	54	-1346.37
1	55	-1350.11
1	56	-1356.43
1	57	-1373.42
1	58	-1373.46
1	59	-1351.25
1	60	-2104.9
1	61	-2115.85
1	62	-2111.2
1	63	-2104.83
1	64	-2124.35
1	65	-2108.58
1	66	-2094.14
1	67	-2097.41
1	68	-1942.74
1	69	-1948.8
1	70	-1939.54
1	71	-1948.87
1	72	-1926.37
1	73	-1935.53
1	74	-1930.07
1	75	-1930.89
1	76	-1903.66
1	77	-1915.01
1	78	-1921.74
1	79	-1918.85
1	80	-1918.37
1	81	-1915.4
1	82	-1893.19
1	83	-1909.25
1	84	-1910.79
1	85	-1916.51
1	86	-1905.94
1	87	-1923.95
1	88	-1910.19
1	89	-1907.3
1	90	-1901.6
1	91	-1906.24
1	92	-1965.01
1	93	-1975.92
1	94	-1973.54
1	95	-1973.63
1	96	-1970.96
1	97	-1970.58
1	98	-1973.2
1	99	-5994.5
2	0	-1564.47
2	1	-1576.17
2	2	-1577.72
2	3	-1580.5
2	4	-1599.45
2	5	-1595.68
2	6	-1599.33
2	7	-1571.3
2	8	-1553.91
2	9	-1573.37
2	10	-1500.41
2	11	-1548.2
2	12	-1563.37
2	13	-1503
2	14	-1521.41
2	15	-1538.03
2	16	-1541.98
2	17	-1557.51
2	18	-1534.69
2	19	-1552.89
2	20	-1546.76
2	21	-1533.66
2	22	-1528.92
2	23	-1539.78
2	24	-1537.08
2	25	-1535.76
2	26	-1530.53
2	27	-1506.93
2	28	-1540.85
2	29	-1531.01
2	30	-1556.94
2	31	-1563.01
2	32	-1608.89
2	33	-1558.36
2	34	-1561.14
2	35	-1551.13
2	36	-1548.79
2	37	-1548.91
2	38	-1532.8
2	39	-1554.89
2	40	-1552.84
2	41	-1544.75
2	42	-1541.84
2	43	-1527.83
2	44	-1553.43
2	45	-1532.17
2	46	-1545.87
2	47	-1506
2	48	-1518.53
2	49	-1542.56
2	50	-1509.07
2	51	-1519.24
2	52	-1493.71
2	53	-1521.75
2	54	-1529.66
2	55	-1516.29
2	56	-1535.95
2	57	-1544.91
2	58	-1534.85
2	59	-1486.75
2	60	-6194
