3	16	-2478.09	583455	1.1
3	17	-2480.18	600497	1.1
3	18	-2500	601434	1.1
3	19	-2499.18	621233	1.1
3	20	-2500	959176	1.16154
3	21	-2340.24	8.72166e+06	1.59183
3	22	-2452.5	549825	1.1
3	23	-2500	757344	1.12456
3	24	-2500	1.0876e+06	1.19473
3	25	-2500	838137	1.16827
3	26	-2500	1.19647e+06	1.22556
3	27	-2500	1.407e+06	1.24883
3	28	-2500	1.20114e+06	1.21024
3	29	-2500	722745	1.13082
3	30	-2500	1.27006e+06	1.22986
3	31	-2500	851097	1.15841
3	32	-2500	7.34035e+06	1.7
3	33	-2500	7.59877e+06	1.7
3	34	-2500	7.97657e+06	1.7
3	35	-2500	7.04052e+06	1.7
3	36	-2500	7.30222e+06	1.7
3	37	-2500	5.63114e+06	1.7
3	38	-2500	5.93855e+06	1.7
3	39	-2500	6.43746e+06	1.7
4	0	-1032.26	1.00099e+08	1.99433
4	1	-1097.49	7.48806e+06	1.52817
4	2	-1070.93	2.41181e+07	1.69985
4	3	-1125.38	4.70076e+06	1.44179
4	4	-1039.21	4.78728e+06	1.41535
4	5	-1138.38	2.16403e+06	1.3008
4	6	-1041.49	2.22386e+06	1.32674
4	7	-1108.46	3.15788e+06	1.37498
4	8	-1181.83	1.58463e+06	1.22861
4	9	-1088.56	723760	1.13095
4	10	-1997.81	12141.1	0.335541
4	11	-1172.17	186520	0.912334
4	12	-1089.58	1.38247e+06	1.24207
4	13	-1024.33	1.75032e+06	1.33526
4	14	-1079.34	1.04124e+06	1.25124
4	15	-1095.89	371284	1.05655
4	16	-982.157	347025	1.03862
4	17	-1054.37	631734	1.15479
4	18	-1112.26	102147	0.808625
4	19	-1097.37	2.28636e+06	1.36228
4	20	-1172.3	443446	1.0512
4	21	-1038.65	2.26945e+06	1.36179
4	22	-1858.34	10559.6	0.339704
4	23	-1118.12	1.41637e+06	1.27102
4	24	-1168	568575	1.08992
4	25	-818.65	7.57634e+07	2
4	26	-890.987	7.25372e+07	2
4	27	-867.998	9.0966e+07	1.99995
4	28	-1054.2	6.1238e+06	1.49636
4	29	-836.378	7.3194e+07	2
4	30	-883.205	8.64136e+07	2
4	31	-799.501	7.05907e+07	2
4	32	-907.131	8.92695e+07	2
4	33	-796.171	6.98536e+07	2
4	34	-816.513	7.39737e+07	1.9911
4	35	-848.471	6.99412e+07	2
4	36	-823.734	9.40451e+07	2
4	37	-809.097	8.56634e+07	1.99995
4	38	-803.375	7.48864e+07	1.99999
4	39	-895.33	7.76289e+07	1.97571
