21343.1	-102385		-76.6168	1.25099
21342.1	-67169.4		-62.0633	1.20245
21352.3	-48093.3		-61.0436	1.12834
21346.6	-56718.3		-56.7339	1.19424
21342.8	-114264		-79.6645	1.26218
21334.5	-45588.6		-51.4886	1.17734
21333.9	-70415.8		-60.7066	1.24693
21336.6	-75748.5		-61.6774	1.24543
21342.2	-66660.9		-59.2074	1.2217
21343.2	-34217.9		-53.0622	1.09728
21331.1	-66158.1		-67.9168	1.18321
21336.1	-95628.5		-67.3558	1.28254
21330.6	-74223.5		-58.7536	1.24658
21338.6	-32511.9		-44.4346	1.12941
21320.5	-63558.7		-54.9387	1.24034
21343.3	-63667.3		-60.3543	1.2156
21342.8	-32009.4		-49.8489	1.08471
21335.2	-63785.3		-69.1539	1.17712
21342.2	-85200.4		-62.526	1.28687
21336.4	-37502.5		-48.6451	1.15145
21341.5	-72251.3		-73.927	1.19181
21334.9	-91660.6		-112.095	1.1585
21338.9	-59776.7		-50.4943	1.22627
21336.5	-94204.3		-62.9775	1.27808
21336.4	-89995.7		-59.2859	1.28406
21347.6	-97652.1		-82.0663	1.22364
21334.4	-79994.5		-77.0126	1.20008
21336.8	-107114		-75.5241	1.25278
21331.4	-31611.3		-51.8378	1.11003
21331.9	-70193		-52.6869	1.2778
21333.6	-103634		-61.1676	1.32343
21334	-137629		-72.2989	1.32102
21343	-59906.9		-65.5991	1.17059
21335.5	-61796.8		-59.833	1.21159
21331.3	-42659.3		-60.7045	1.12484
21338.1	-52469.9		-62.2744	1.16578
21338.7	-72440.2		-54.5604	1.27236
21341.9	-95787.8		-66.496	1.26622
21338.2	-89904.9		-65.8566	1.26142
21343.1	-45879.2		-62.635	1.13577
21336.4	-56895.5		-70.5584	1.1501
21334.1	-44468.8		-64.9201	1.11208
21344.8	-95700.2		-70.2976	1.25807
21342.9	-90370.8		-63.0787	1.27294
21348.6	-71356.1		-70.2889	1.19927
21347	-91384.6		-69.913	1.24699
21342.8	-72537.5		-57.1208	1.244
21344.5	-53433.7		-53.7819	1.19078
21343.6	-115888		-71.3648	1.30319
21350.4	-168678		-77.1309	1.34835
21300	-1500		0	0.5
21351.5	-137621		-71.5643	1.33893
21356.2	-204165		-84.6837	1.35606
21351.2	-139152		-72.5126	1.33652
21363.7	-8739.77		-22.1225	0.910494
21347.2	-112296		-71.0511	1.26273
21354.6	-72234.9		-68.1232	1.20857
21358.7	-64853.6		-64.0101	1.19014
21358	-58384.6		-58.6506	1.18452
21356.1	-64641.7		-63.2921	1.18167
21351.7	-104478		-70.4199	1.27986
21348.1	-109821		-64.5715	1.31779
21317.2	-55665.6		-51.7092	1.20984
21354.7	-105716		-66.6665	1.30185
21356	-63980.8		-60.9447	1.21271
21361.2	-13940.6		-34.576	0.955828
21355.6	-86317.9		-68.8634	1.23658
21356	-117228		-75.7639	1.28211
21355.6	-140977		-79.7831	1.28997
21355.5	-76025.6		-71.4671	1.2214
21348.7	-135057		-76.6421	1.31095
21357.5	-92777.6		-64.2277	1.26734
21300	-1500		0	0.5
21359	-148082		-79.7267	1.3102
21354.4	-79201.4		-73.1662	1.21998
21352.8	-115429		-78.3639	1.27382
21357.2	-83688.9		-79.6432	1.20839
21349.4	-126780		-80.9022	1.28446
21348	-176445		-82.7148	1.33751
21339.9	-141319		-78.8698	1.3099
21338	-200979		-79.5423	1.36819
21351.8	-118283		-87.9122	1.24105
21342.5	-94796		-73.4612	1.26585
21344.5	-107981		-77.5794	1.27087
