380	-582.51	121.748	0.362259
380	-342.868	135.121	0.278717
380	-503.658	121.199	0.356305
380	-197.124	144.826	0.198227
380	-713.518	118.601	0.392063
380	-170.876	143.949	0.160692
380	-221.287	136.432	0.185082
380	-235.129	144.192	0.218492
380	-191.796	150.442	0.188439
380	-216.921	146.911	0.198446
380	-356.342	141.402	0.264604
380	-201.19	148.133	0.189318
380	-174.196	149.215	0.14711
380	-153.254	140.773	0.138029
380.069	-121.326	150.603	0.0738787
380	-135.186	148.313	0.152358
380	-155.527	143.735	0.159682
380	-218.998	143.021	0.215034
380	-111.843	150.848	0.12799
380	-136.174	145.826	0.134053
380	-212.363	142.393	0.217009
380	-700.787	125.823	0.365586
380	-162.487	144.142	0.176123
380	-196.267	148.947	0.212723
380	-226.989	140.822	0.221462
380	-491.708	126.315	0.356819
380	-333.002	137.744	0.265894
380	-339.394	142.224	0.288911
380	-183.814	124.878	0.249617
380	-142.6	148.258	0.121972
380.001	-156.322	145.546	0.132398
380	-244.931	144.468	0.195308
380	-219.909	146.426	0.187031
380	-196.593	142.575	0.164428
429.978	-255.322	143.12	0.1083
380	-330.232	126.626	0.264225
380	-224.193	134.508	0.19813
380	-309.609	137.266	0.255554
380	-286.759	137.116	0.244074
380	-296.451	138.093	0.24885
380	-505.986	122.941	0.316629
380	-463.893	119.518	0.289322
423.877	-4323.75	-1142.2	0.484737
380	-149.123	150.172	0.149597
380	-187.55	148.128	0.191472
380	-236.759	145.158	0.212967
380	-145.208	150.556	0.148996
380	-165.486	147.279	0.154496
380	-179.994	139.714	0.169919
380	-295.193	146.463	0.260532
410	-1500	0	0.5
380	-205.863	147.905	0.218046
380	-848.659	113.663	0.442764
380	-227.674	147.502	0.219434
380	-138.348	150.814	0.126262
380	-380.223	131.445	0.324667
380	-563.196	120.335	0.372542
380	-492.022	127.322	0.378653
380	-426.86	126.951	0.348453
380	-968.654	112.301	0.461664
410	-1500	0	0.5
380	-363.692	137.829	0.310654
380	-166.815	153.526	0.0420245
380	-170.558	151.286	0.193629
380	-265.611	140.735	0.273136
380	-222.732	135.141	0.233699
380	-348.19	143.205	0.304239
380	-355.77	136.188	0.321909
380	-1287.67	55.6525	0.487861
380	-260.42	141.377	0.255017
380	-409.019	139.281	0.320347
414.637	-0.115575	-1640.16	-0.748325
410	-1500	0	0.5
380	-647.649	133.592	0.435175
380	-414.873	131.119	0.324742
380.864	-255619	-137.795	1.28523
380	-838.731	117.981	0.472598
380	-655.027	122.968	0.411705
380	-888.173	122.202	0.467181
380	-338.94	141.031	0.3112
380	-365.24	146.769	0.30724
380	-1621.22	100.219	0.554966
380	-377.812	123.297	0.307493
380	-559.86	118.867	0.38082
