0	0	0	-0.891976
0	0	1	-0.886556
0	0	2	-0.87564
0	0	3	-0.889595
0	0	4	-0.874908
0	0	5	-0.889625
0	0	6	-0.884928
0	0	7	-0.893521
0	0	8	-0.895632
0	0	9	-0.887486
0	0	10	-0.88448
0	0	11	-0.872818
0	0	12	-0.870101
0	0	13	-0.884681
0	0	14	-0.880286
0	0	15	-0.899271
0	0	16	-0.896398
0	0	17	-0.897792
0	0	18	-0.898935
0	0	19	-0.883642
0	0	20	-0.886935
0	0	21	-0.886132
0	0	22	-0.881322
0	0	23	-0.878467
0	0	24	-0.889365
0	0	25	-0.886115
0	0	26	-0.890843
0	0	27	-0.89628
0	0	28	-0.883805
0	0	29	-0.893095
0	0	30	-0.898469
0	0	31	-0.89944
0	0	32	-0.897332
0	0	33	-0.894613
0	0	34	-0.914947
0	0	35	-0.889852
0	0	36	-0.896557
0	0	37	-0.890406
0	0	38	-0.904258
0	0	39	-0.905778
0	0	40	-0.900495
0	0	41	-0.891775
0	0	42	-0.903465
0	0	43	-0.895732
0	0	44	-0.882822
0	0	45	-0.882668
0	0	46	-0.875308
0	0	47	-0.876161
0	0	48	-0.87226
0	0	49	-0.872012
0	0	50	-0.892229
0	0	51	-0.886164
0	0	52	-0.894382
0	0	53	-0.893109
0	0	54	-0.88554
0	0	55	-0.873494
0	0	56	-0.87552
0	0	57	-0.877174
0	0	58	-0.882409
0	0	59	-0.886672
0	1	0	-0.873302
0	1	1	-0.881596
0	1	2	-0.879225
0	1	3	-0.89238
0	1	4	-0.89121
0	1	5	-0.885004
0	1	6	-0.884621
0	1	7	-0.879017
0	1	8	-0.869868
0	1	9	-0.87779
0	1	10	-0.886867
0	1	11	-0.876403
0	1	12	-0.877994
0	1	13	-0.872112
0	1	14	-0.868434
0	1	15	-0.877373
0	1	16	-0.878494
0	1	17	-0.887845
0	1	18	-0.87989
0	1	19	-0.868644
0	1	20	-0.873743
0	1	21	-0.869249
0	1	22	-0.88553
0	1	23	-0.9
0	1	24	-0.882026
0	1	25	-0.879166
0	1	26	-0.878666
0	1	27	-0.869618
0	1	28	-0.875163
0	1	29	-0.883032
0	1	30	-0.882337
0	1	31	-0.917006
0	1	32	-0.906712
0	1	33	-0.895552
0	1	34	-0.890769
0	1	35	-0.888762
0	1	36	-0.900089
0	1	37	-0.893581
0	1	38	-0.898765
0	1	39	-0.88555
0	1	40	-0.901434
0	1	41	-0.895462
0	1	42	-0.894799
0	1	43	-0.900139
0	1	44	-0.899398
0	1	45	-0.898069
0	1	46	-0.893881
0	1	47	-0.882269
0	1	48	-0.899699
0	1	49	-0.878545
0	1	50	-0.886468
0	1	51	-0.867395
0	1	52	-0.902817
0	1	53	-0.888773
0	1	54	-0.891392
0	1	55	-0.882776
0	1	56	-0.898599
0	1	57	-0.907125
0	1	58	-0.891996
0	1	59	-0.881863
0	2	0	-0.887492
0	2	1	-0.88859
0	2	2	-0.881334
0	2	3	-0.879675
0	2	4	-0.887526
0	2	5	-0.885576
0	2	6	-0.880982
0	2	7	-0.897756
0	2	8	-0.892842
0	2	9	-0.891488
0	2	10	-0.8873
0	2	11	-0.891464
0	2	12	-0.906713
0	2	13	-0.89243
0	2	14	-0.89086
0	2	15	-0.880683
0	2	16	-0.887322
0	2	17	-0.89628
0	2	18	-0.886401
0	2	19	-0.890604
0	2	20	-0.881017
0	2	21	-0.89171
0	2	22	-0.88524
0	2	23	-0.897482
0	2	24	-0.887986
0	2	25	-0.891376
0	2	26	-0.896998
0	2	27	-0.895299
0	2	28	-0.892443
0	2	29	-0.892553
0	2	30	-0.886029
0	2	31	-0.879133
0	2	32	-0.891952
0	2	33	-0.894694
0	2	34	-0.886853
0	2	35	-0.876465
0	2	36	-0.869888
0	2	37	-0.890145
0	2	38	-0.886008
0	2	39	-0.875765
0	2	40	-0.872835
0	2	41	-0.875289
0	2	42	-0.900075
0	2	43	-0.889127
0	2	44	-0.878499
0	2	45	-0.87524
0	2	46	-0.869208
0	2	47	-0.9
0	2	48	-0.888344
0	2	49	-0.873277
0	2	50	-0.888151
0	2	51	-0.878033
0	2	52	-0.864924
0	2	53	-0.882081
0	2	54	-0.87648
0	2	55	-0.880932
0	2	56	-0.878914
0	2	57	-0.879614
0	2	58	-0.87115
0	2	59	-0.873845
0	3	0	-0.891361
0	3	1	-1.93984
0	3	2	-0.880834
0	3	3	-0.895143
0	3	4	-0.9001
0	3	5	-0.914258
0	3	6	-0.898664
0	3	7	-0.900296
0	3	8	-0.909759
0	3	9	-0.897916
0	3	10	-0.891424
0	3	11	-0.896188
0	3	12	-0.898705
0	3	13	-0.891685
0	3	14	-1.93701
0	3	15	-1.95214
0	3	16	-1.90651
0	3	17	-1.96065
0	3	18	-1.94628
0	3	19	-1.94746
0	3	20	-1.92967
0	3	21	-1.95968
0	3	22	-1.93511
0	3	23	-1.93733
0	3	24	-1.98127
0	3	25	-1.91974
0	3	26	-1.94796
0	3	27	-1.94611
0	3	28	-1.96616
0	3	29	-1.95862
0	3	30	-0.887942
0	3	31	-0.89889
0	3	32	-1.9408
0	3	33	-1.93914
0	3	34	-1.93584
0	3	35	-1.93358
0	3	36	-1.95495
0	3	37	-1.94696
0	3	38	-1.9157
0	3	39	-1.94405
0	3	40	-1.95336
0	3	41	-1.93885
0	3	42	-1.91796
0	3	43	-1.91887
0	3	44	-1.9681
0	3	45	-1.90116
0	3	46	-0.88938
0	3	47	-0.895244
0	3	48	-0.90159
0	3	49	-2.05205
0	3	50	-0.868317
0	3	51	-0.89177
0	3	52	-0.87203
0	3	53	-0.879598
0	3	54	-0.888521
0	3	55	-0.893201
0	3	56	-0.898427
0	3	57	-0.89207
0	3	58	-0.888122
0	3	59	-0.892543
0	4	0	-0.880472
0	4	1	-0.870187
0	4	2	-0.894399
0	4	3	-0.880592
0	4	4	-0.876613
0	4	5	-0.888004
0	4	6	-0.894241
0	4	7	-0.877968
0	4	8	-0.882295
0	4	9	-0.883256
0	4	10	-0.89076
0	4	11	-0.87506
0	4	12	-0.893048
0	4	13	-0.880078
0	4	14	-0.881043
0	4	15	-0.882632
0	4	16	-0.873084
0	4	17	-0.880986
0	4	18	-0.890714
0	4	19	-0.866503
0	4	20	-0.888466
0	4	21	-0.882328
0	4	22	-0.878779
0	4	23	-0.87694
0	4	24	-0.879476
0	4	25	-0.873322
