0	0	0.9	-22
0	1	0.862583	-32
0	2	0.863019	-32
0	3	0.9	-32
0	4	0.85	-47
0	5	0.88	-27
0	6	0.85	-32
0	7	0.87	-42
0	8	0.88	-27
0	9	0.87	-42
0	10	0.83	-42
0	11	0.85	-27
0	12	0.85	-37
0	13	0.85	-17
0	14	0.82	-70
0	15	0.87	-47
0	16	0.87	-17
0	17	0.897393	-17
0	18	0.89	-27
0	19	0.9	-27
0	20	0.88	-27
0	21	0.913848	-22
0	22	0.87	-37
0	23	0.85	-42
0	24	0.87	-22
0	25	0.9	-27
0	26	0.929464	-12
0	27	0.88	-27
0	28	0.91	-9.99999
0	29	0.87	-27
0	30	0.93	-14
0	31	0.92	-2
0	32	0.95	-30
0	33	0.92	-32
0	34	0.95	-22
0	35	0.93	-32
0	36	0.93	-32
0	37	0.91	-35
0	38	0.98	-15
0	39	1.00297	-31.9999
0	40	0.92	-34
0	41	0.93	-14
0	42	0.92	-24
0	43	0.92	-12
0	44	0.9	-2
0	45	0.92	-42
0	46	0.85	-37
0	47	0.9	-30
0	48	0.85	-32
0	49	0.87	-20
0	50	0.87	-20
0	51	0.91	-20
0	52	0.89	-22
0	53	0.92	-32
0	54	0.85	-22
0	55	0.85	-27
0	56	0.85	-12
0	57	0.87	-37
0	58	0.88	-42
0	59	0.9	-17
0	60	0.83	-32
0	61	0.83	-22
0	62	0.83	-27
0	63	0.93	-7
0	64	0.89	-32
0	65	0.9	-52
0	66	0.9	-32
0	67	0.85	-47
0	68	0.9	-2
0	69	0.9	-2
0	70	0.9	-12
0	71	0.87	-32
0	72	0.85	-32
0	73	0.85	-32
0	74	0.86	-27
0	75	0.88	-32
0	76	0.87	-37
0	77	0.87	-37
0	78	0.85	-37
0	79	0.9	-22
0	80	0.92	-42
0	81	0.92	-42
0	82	0.9	-42
0	83	0.86	-32
0	84	0.85	-32
0	85	0.85	-32
0	86	0.85	-32
0	87	0.85	-27
0	88	0.86	-27
0	89	0.88	-42
0	90	0.86	-42
0	91	0.86	-42
0	92	0.86	-32
0	93	0.86	-32
0	94	0.94	-57
0	95	0.94	-57
0	96	0.88	-32
0	97	0.88	-37
0	98	0.9	-22
0	99	0.9	-32
1	0	0.88	-37
1	1	0.88	-37
1	2	0.86	-40
1	3	0.88	-32
1	4	0.86	-37
1	5	0.88	-32
1	6	0.91	-47
1	7	0.87	-37
1	8	0.85	-37
1	9	0.87	-37
1	10	0.92	-42
1	11	0.85	-32
1	12	0.85	-32
1	13	0.83	-32
1	14	0.84	-32
1	15	0.85	-32
1	16	0.83	-32
1	17	0.85	-37
1	18	0.87	-37
1	19	0.8	-37
1	20	0.87	-37
1	21	0.81	-37
1	22	2.68	-41.9999
1	23	0.82	-32
1	24	0.86	-32
1	25	0.83	-32
1	26	0.84	-32
1	27	2.64	-27.0001
1	28	2.62	-12
1	29	0.89	-32
1	30	0.9	5.62147
1	31	0.892387	-12
1	32	0.88	-2
1	33	0.86	-32
1	34	0.87	-22
